video_id,title,channel_name,total_comments,creator_comments,perception_comments,creator_perception,viewer_perception,perception_ratio,monetization_pressure_mentions,censorship_behavior_mentions,off_platform_diversion_mentions,suppression_mechanisms_mentions
JkwMMpz699Y,Make Fantasy HEROIC Again,The Critical Drinker,1441,0,0,0,0,0.0,0,0,0,0
KRAoyJ493N4,A Knight Of The Seven Kingdoms - This Is How You Win!,The Critical Drinker,1069,0,2,0,2,0.19,0,2,0,0
KRzo2XwMYFY,The Epic Failure Of The Witcher,Nerdrotic,531,0,2,0,2,0.38,0,1,0,1
KWfCWpnUCRw,"We Killed The Acolyte, Apparently",The Critical Drinker,1066,0,1,0,1,0.09,0,1,0,0
KakbZK-VlbI,Black Men Address Cam Newton & Why Black Men Make Babies but Not Families| OLAY & FRIENDS,olurinatti,438,1,2,0,2,0.46,0,1,1,0
KcL_GTRJpHY,Unpacking the Attacks on Kamala’s Blackness & Prosecutorial Record | OLAY & FRIENDS,olurinatti,392,1,0,0,0,0.0,0,0,0,0
KcOtpgFROS8,Project Hail Mary - Please Be Good!,The Critical Drinker,691,0,2,0,2,0.29,1,1,1,0
KdXSFt9b1CE,Save Us From The Male Gaze!,The Critical Drinker,1435,0,3,0,3,0.21,0,3,0,0
Kh0el8phS_o,The Myth of Charlie Kirk,Three Arrows,2330,0,9,0,9,0.39,0,6,2,1
KooBKCdBy2g,Disney PANICS Over Epic Universe!,Culture Casino,329,0,0,0,0,0.0,0,0,0,0
L-ef4cj_mnI,Donald Trump GOES NUCLEAR As US Soldiers Perish & REFUSES To Rule Out Boots On The Ground Iran War!,TheQuartering,914,0,1,0,1,0.11,0,0,1,0
L6epzun4Osk,Why Is the British State Promoting Islam?,The Podcast of the Lotus Eaters,1741,0,2,0,2,0.11,0,2,0,0
LB4gqnUfp-k,Why New York Hates Andrew Cuomo,olurinatti,266,1,0,0,0,0.0,0,0,0,0
LDJTfMuGs8c,Jennifer Lawrence ADMITS Wokeness Is KILLING Hollywood,Actual Justice Warrior,346,0,2,0,2,0.58,0,1,0,1
LHjgCo4RuZs,Sydney Sweeney REFUSES To Apologize To Woke Mob,Actual Justice Warrior,436,0,0,0,0,0.0,0,0,0,0
LUzm7hjZj2Q,Disney ADMITS Mandalorian is COOKED,Geeks + Gamers,309,0,0,0,0,0.0,0,0,0,0
LcyMIQ0N_6U,Doctor Who Ends in DISASTER - RIP Doctor Who,Nerdrotic,1078,0,0,0,0,0.0,0,0,0,0
LebQdGlvElU,Infographics: What if Russia Invades Ukraine? DEBUNKED,midwesternmarx,63,0,1,0,1,1.59,1,0,0,0
LfQ9QCgevLA,"WHY MARXISM NEEDS HEIDEGGER, DUGIN, AND ZIZEK | HAZ AL-DIN",midwesternmarx,324,0,0,0,0,0.0,0,0,0,0
Li5bGmoAKbA,"INTERVIEW WITH DR. ASATAR BAIR: CHINA, MEDITATION, SOCIALISM AND MORE",midwesternmarx,23,0,0,0,0,0.0,0,0,0,0
LjtY8QHragM,"The Golden Globes Happened, I Guess...",The Critical Drinker,1248,0,2,0,2,0.16,0,1,0,1
Ltrj2mz_9Pk,A Story as Old as Socialism…,midwesternmarx,73,0,0,0,0,0.0,0,0,0,0
LyZ2TPfeYbg,What Should we Do with Killer Cops?,olurinatti,302,1,0,0,0,0.0,0,0,0,0
MBtqG21awcs,The Acolyte - A Complete Season Review,The Critical Drinker,593,0,1,0,1,0.17,0,1,0,0
MZXm80IFMVU,Vilifying Amanda Seales but Celebrating Candace Owens? | OLAY & FRIENDS,olurinatti,424,0,0,0,0,0.0,0,0,0,0
Me0fryGe2X8,ASMONGOLD BRUTLLY ENDS WOKE AMERICA HATING STREAMERS CAREER! THE DOWNFALL OF FROGAN,TheQuartering,479,0,0,0,0,0.0,0,0,0,0
MggZ_tBf9MM,The Running Man - Can't Outrun This Disaster,The Critical Drinker,1894,0,1,0,1,0.05,0,1,0,0
MjfLKCgv8fU,Communist Leaders Tier List- Part 1,midwesternmarx,91,2,0,0,0,0.0,0,0,0,0
Mlt09Mxt3Rk,DiCaprio Whines About His Massive FLOP and Films Future,Culture Casino,397,0,1,0,1,0.25,0,1,0,0
MmCNWCJccWA,Stranger Things - This Is The End,The Critical Drinker,1934,0,0,0,0,0.0,0,0,0,0
MzscxerhBE8,Cenk Lies For Jussie Smollett,Actual Justice Warrior,415,0,2,0,2,0.48,0,0,0,2
N4eQeuDLu-M,Eddie Screams at an Orthodox Russian Then They Become  Best Friends,midwesternmarx,77,0,0,0,0,0.0,0,0,0,0
N4m4MoOzZzQ,Disney Devastating Discrimination Complaint - This is VERY Bad,Culture Casino,158,1,0,0,0,0.0,0,0,0,0
NDHjRX-IDRw,How Hollywood Destroyed Fandom,Nerdrotic,757,0,1,0,1,0.13,0,1,0,0
NSeMO3UuI5Q,Democratic Socialism is not Real | Carlos TikTok Live (10/08/25),midwesternmarx,53,0,0,0,0,0.0,0,0,0,0
NUU9opfCmF0,Posie Parker Stumps Piers Morgan,The Podcast of the Lotus Eaters,1169,0,3,0,3,0.26,0,3,0,0
NkqTF0wz1Ag,"Critical Drinker EXPOSES ""Pathetic"" Star Trek: Starfleet Academy",Geeks + Gamers,275,0,0,0,0,0.0,0,0,0,0
NlYpyTFUqRg,We've Reached Peak Modern Audience Cope,Hero Hei,740,1,0,0,0,0.0,0,0,0,0
Nn5e8pJ6AaI,Can Superman Save Hollywood?,Nerdrotic,1056,0,0,0,0,0.0,0,0,0,0
O8TjbeaKIb0,Knowing Better FAILS On Criminal Justice,Actual Justice Warrior,500,0,0,0,0,0.0,0,0,0,0
O8UzmLsXGRU,How Societies Turn Cruel,Three Arrows,2241,0,9,0,9,0.4,0,5,3,1
ODowOPjRMNg,Stranger Things 5 Is a Massive Disappointment - Netflix's Flagship Show Ends in DISASTER,Nerdrotic,1265,0,1,0,1,0.08,0,0,0,1
OLBLmvqbw_c,Ebro Darden Explains What Rappers Owe to the Culture & The Evolution of Hip Hop | ICONIC INTERVIEW,olurinatti,69,0,0,0,0,0.0,0,0,0,0
OQeTbj2CI3s,,,150,50,4,4,0,2.67,0,0,0,4
OWugZpfqrkQ,Why are Black Men Celebrating Caitlin Clark but not Angel Reese? | OLAY & FRIENDS,olurinatti,324,0,1,0,1,0.31,0,1,0,0
OZR0jHmrVwM,Everyone Hates The Witcher Season 4 Trailer,Nerdrotic,601,0,1,0,1,0.17,1,0,0,0
Oc8uxDDdJs0,Project Veritas vs the New York Times,The Podcast of the Lotus Eaters,263,0,1,0,1,0.38,1,0,0,0
OcYVqY7yl6s,The Worst Highguard Dev has Returned (it's bad),Hero Hei,300,0,0,0,0,0.0,0,0,0,0
OjuRICjGZfs,Paramount Wins - Total MAGA Takeover!,Geeks + Gamers,92,0,0,0,0,0.0,0,0,0,0
Ov7ft2ovidI,Sweet Baby Drama Gets Worse,Culture Casino,285,0,0,0,0,0.0,0,0,0,0
P0H5Uh3DGRw,"Iron Lung - Wow, It's Actually Good!",The Critical Drinker,1354,0,1,0,1,0.07,0,1,0,0
PHgBoLA8owQ,"Eddie Liger Livestream 4/26 : Favorite books, DPRK talk, and Ecosocialism",midwesternmarx,7,0,0,0,0,0.0,0,0,0,0
PThXQdSC3Ac,Black Leaders PANIC After Whites Leave City,Actual Justice Warrior,1942,0,1,0,1,0.05,0,1,0,0
PdGkGxISSBU,Mentally Challenged Trump supporter Tortured in Chicago (Rant),Actual Justice Warrior,7,0,0,0,0,0.0,0,0,0,0
PlU5VHTlWYY,Probably Cancelled | The Decline of the Left w/Alex McKay,midwesternmarx,113,0,1,0,1,0.88,0,0,0,1
Q4LKuvAikso,A House Of Dynamite - Much Ado About Nothing,The Critical Drinker,1099,0,2,0,2,0.18,0,2,0,1
QFOO1RWnuK8,China is the New Land of the Free! This Beer Video Proves it!,midwesternmarx,123,0,1,0,1,0.81,0,1,0,0
QFmi6BTHb2M,Crash And Burn - The Kathleen Kennedy Story,The Critical Drinker,1230,0,0,0,0,0.0,0,0,0,0
Qfpj5qQr9KA,How Men Become Aziz Ansari,olurinatti,896,0,10,0,10,1.12,1,8,0,1
Qo3EehSbx8o,It's OVER For Democrat Cities,Actual Justice Warrior,390,0,1,0,1,0.26,0,1,0,0
QsZMCgSUy0s,Starfleet Academy - What Is This Garbage?,The Critical Drinker,1763,0,0,0,0,0.0,0,0,0,0
Qwc_LnD6ycU,Phoebe Waller-Bridge’s $100M Amazon Scam!,Culture Casino,92,0,0,0,0,0.0,0,0,0,0
R1pChcGrCPs,Superheroes Are COOKED - The Absolute State of Marvel and DC,Nerdrotic,985,0,1,0,1,0.1,0,1,0,0
R4IPQ_SK3HE,"Ironheart Trailer Gets ""ICONIC"" Ratio",Geeks + Gamers,384,0,0,0,0,0.0,0,0,0,0
R60kc-dq0bo,Why Sinners is Hollywood’s Worst Nightmare,olurinatti,893,1,2,0,2,0.22,0,2,0,0
RF8SlVT6F5A,,,294,94,0,0,0,0.0,0,0,0,0
RLwCHrlcy9Y,TV Kinda Sucks Now,The Critical Drinker,1318,0,1,0,1,0.08,0,1,0,0
RM2Ge_e6fBo,Starfleet Academy is a DISASTER - How Low Can it Go?,Nerdrotic,954,0,4,0,4,0.42,0,3,0,1
RN81mU3yMG4,Crash And Burn - The Amber Heard Story,The Critical Drinker,1470,0,0,0,0,0.0,0,0,0,0
RQawTZzV7sw,Marathon BACKFIRE Gets Worse,Geeks + Gamers,207,0,0,0,0,0.0,0,0,0,0
RTqNQsRcnIQ,AMERICANS HELD HOSTAGE IN MEXICO! DONALD TRUMP MUST STRIKE!,TheQuartering,704,0,1,0,1,0.14,0,0,0,1
RVfwelWrQEM,Starfleet Academy is Embarrassingly BAD - The Acolyte of Star Trek,Nerdrotic,892,0,3,0,3,0.34,0,3,0,0
RWvdjQyyByA,Matt Walsh To Be FIRED?,TheQuartering,713,0,0,0,0,0.0,0,0,0,0
R_qJQx-DsK0,Biden Plans to Bring Back Critical Race Theory,The Podcast of the Lotus Eaters,146,0,2,0,2,1.37,0,1,1,0
ReIkWnUdNJY,Production Hell - Ghostbusters 2016,The Critical Drinker,978,0,3,0,3,0.31,0,2,0,1
RtU3DPPbEZE,,,125,25,4,0,4,3.2,0,1,0,3
RyxWCWciutM,"Affirmative Action is Gone, Now What? ​⁠| OLAY & FRIENDS",olurinatti,254,0,0,0,0,0.0,0,0,0,0
RzBKTW3SZ8Q,Superman Is Not Woke and a Total Disappointment,Nerdrotic,1651,0,1,0,1,0.06,0,1,0,0
SC2RwQHb28g,BAN HASAN FOREVER FOR THIS!,TheQuartering,332,0,3,0,3,0.9,0,1,2,0
SDBKCd71Q90,Crash And Burn - The James Corden Story,The Critical Drinker,1142,0,2,0,2,0.18,0,1,1,0
SOStPL2Xntc,"Are We Back, Chat",Geeks + Gamers,186,0,0,0,0,0.0,0,0,0,0
SclgJ7ZTaiQ,Who Killed Star Wars?,Geeks + Gamers,322,0,1,0,1,0.31,0,1,0,0
SkNBzMamhD4,The View is in BIG Trouble with the FCC - CBS Accused of Hoax!,Culture Casino,96,0,0,0,0,0.0,0,0,0,0
SmpkdPm9eeQ,How the U.S. Keeps Losing its Wars,Three Arrows,846,1,6,1,5,0.71,0,2,3,1
SqFTzjVa0Pg,McDonald's Hits ROCK BOTTOM As Burger King ROASTS Them In HILARIOUS Way,TheQuartering,617,0,1,0,1,0.16,0,1,0,0
SwZq1tIIPp8,Starfleet Academy's WORST Episode - Boldly Going to Group Therapy,Nerdrotic,717,0,1,0,1,0.14,1,0,0,0
T2hSaSzeKeY,Diddy Is Worse Than You Think | OLAY & FRIENDS,olurinatti,143,0,0,0,0,0.0,0,0,0,0
T2oL0DdKWHo,Adnan Syed Is STILL 100% GUILTY,Actual Justice Warrior,515,1,0,0,0,0.0,0,0,0,0
T4we0Qbd2is,,,187,87,0,0,0,0.0,0,0,0,0
TB5uXw0oS_4,War Of The Worlds - The Greatest Thing Ever Made,The Critical Drinker,1169,0,1,0,1,0.09,0,0,0,1
TEdqxsIjZo0,Kendrick & Hip Hop's Beef with Drake: Round 1 | OLAY & FRIENDS,olurinatti,352,0,0,0,0,0.0,0,0,0,0
TFfMTCDiGXY,The Mandalorian And Grogu - Does Disney Actually Hate This Movie?,The Critical Drinker,1075,0,0,0,0,0.0,0,0,0,0
TU6Uvz0Etgc,Jaguar in FULL PANIC - Leaked Memo- Employees Silenced!,Culture Casino,417,0,0,0,0,0.0,0,0,0,0
TY0IfTSHsHk,Tron: Ares - It's Complete Arse,The Critical Drinker,1479,0,1,0,1,0.07,0,1,0,0
Ted1IrlzkiY,Imperialism the Highest Stage of Capitalism-CH 8: Decay of Capitalism,midwesternmarx,10,0,0,0,0,0.0,0,0,0,0
Tpj9Ydhy1nA,Cuba Submits Official Request to Join BRICS!!,midwesternmarx,36,0,0,0,0,0.0,0,0,0,0
Ts76T7tJv-U,WOKE STUDENTS JUST RUINED THEIR LIVES!,TheQuartering,437,0,0,0,0,0.0,0,0,0,0
U-GIX3121bY,The Rock BURIES WrestleMania and Triple H on Pat MacAfee Show,Geeks + Gamers,641,1,7,0,7,1.09,0,1,6,0
U6_jQRXTprM,INTERVIEW with HUGO CHAVEZ TERAN on VENEZUELA'S SUCCESS AND U.S. IMPERIALISM,midwesternmarx,13,0,0,0,0,0.0,0,0,0,0
UGx-ChrrwCY,,,145,65,1,0,1,0.69,0,0,1,0
UL648Ernf9s,Zionism Versus Revolutionary Yiddishland | Educate Against Genocide Class 2,midwesternmarx,5,0,0,0,0,0.0,0,0,0,0
USoy-VxpbCM,Joe Rogan and Tim Pool vs Twitter,Actual Justice Warrior,216,0,1,0,1,0.46,0,0,1,0
UdAxeeHKF3w,STEPHEN COLBERT HAS EPIC MELTDOWN & GETS CAUGHT LYING!,TheQuartering,305,0,2,0,2,0.66,0,2,0,0
UjzBIdbk2zY,THEY ARE WATCHING YOU,TheQuartering,411,0,2,0,2,0.49,0,2,0,0
Ukp76xJidhs,WWE Facing MASSIVE Backlash Over WrestleMania 41,Geeks + Gamers,439,1,7,0,7,1.59,0,0,7,0
UojPAkCXVQ0,Grace Randolph MELTDOWN Over Brie Larson Mario Galaxy Casting,Geeks + Gamers,331,0,2,0,2,0.6,0,2,0,0
UtYVOfk7vzQ,‘Daredevil: Born Again’ Goes Straight to Hell – Marvel Will Never Learn,Nerdrotic,1049,0,1,0,1,0.1,0,1,0,0
V42eRvPqVkQ,Ironheart Is an Iconic DISASTER,Nerdrotic,1787,0,4,0,4,0.22,0,1,1,2
V8nSSfZPLsA,,,150,50,0,0,0,0.0,0,0,0,0
VC4sAaV1eBs,Fox News: How To Whitewash an Atrocity,Three Arrows,1226,0,5,0,5,0.41,0,2,1,2
VKpc2npfY3Q,The Drinker Recommends... I Swear,The Critical Drinker,781,0,3,0,3,0.38,0,3,0,0
VNRZapESOqs,Israel Admits to Targeting Civilians,midwesternmarx,2,0,0,0,0,0.0,0,0,0,0
VXjtBkNTNmo,Highguard DISASTER Might Actually Be Genius Marketing,Geeks + Gamers,98,0,0,0,0,0.0,0,0,0,0
VbiYrkR5joM,Hollywood is BROKEN,Nerdrotic,839,0,1,0,1,0.12,0,1,0,0
Vcbloi9B9Ew,Cop CAUGHT Stealing Sneakers,Actual Justice Warrior,343,0,0,0,0,0.0,0,0,0,0
VoxhDA15C4Y,Hollywood is COOKED,Nerdrotic,1159,0,1,0,1,0.09,0,1,0,0
W-0PKr2jWXY,Is the USA a Black Country?,midwesternmarx,22,0,0,0,0,0.0,0,0,0,0
W2pJquebIZA,Karmelo Anthony Just Got BRUTAL News As New Details Add Dark Twist,TheQuartering,770,0,4,0,4,0.52,0,3,0,1
WCWaEWnImbI,Nobody Cares About Ironheart,Geeks + Gamers,396,0,2,0,2,0.51,0,0,1,1
WKE3VXBlPdc,Conformity Gate SAVES Stranger Things!,Geeks + Gamers,348,0,0,0,0,0.0,0,0,0,0
WKpt567snJo,Predator Officially FLOPS in the Box Office!,Culture Casino,356,0,0,0,0,0.0,0,0,0,0
WL0M5yP83ko,"PODCAST #1 AMERICAN SOCIALISM, VENEZUELA, AND MORE",midwesternmarx,24,0,0,0,0,0.0,0,0,0,0
WdtwOMM26Bc,Starfleet Academy is AWFUL - Star Trek is Dead,Nerdrotic,1207,0,3,0,3,0.25,0,3,0,0
WhB9gxYAY7s,Ana Navarro Goes FULL RACIST On Brad Polumbo,Actual Justice Warrior,400,0,0,0,0,0.0,0,0,0,0
WjWmfsqxfmU,Production Hell - The Exorcist,The Critical Drinker,696,0,0,0,0,0.0,0,0,0,0
Wt-E7pZLz90,,,139,39,0,0,0,0.0,0,0,0,0
WuJXVrT7et0,Eddie's Virtual 28th Birthday Party- Power Hour,midwesternmarx,11,0,0,0,0,0.0,0,0,0,0
X5apTaxas4Y,Antonio Gramsci on Ideology,midwesternmarx,14,0,0,0,0,0.0,0,0,0,0
XB04fw68cJg,Flashback: Trump calls out Bush family for Iraq War,midwesternmarx,22,0,0,0,0,0.0,0,0,0,0
XPs26YGXdxg,ENTITLED WOKE BRATS DESTROYED BY BURGER KING AS $30 MINIMUM WAGE BACKFIRES,TheQuartering,598,0,1,0,1,0.17,0,0,0,1
XT1luBcpKcU,Fantastic Four Flop: Sue Storm’s Woke Doom!,Culture Casino,311,1,0,0,0,0.0,0,0,0,0
XVcRYWl5y6E,Netflix Wins Warner Bros Discovery Bidding War - This Will Get CRAZY Now,Geeks + Gamers,433,0,0,0,0,0.0,0,0,0,0
XVphrchN5G4,Is There a Baby Mama Crisis in Black Hollywood? | OLAY & FRIENDS,olurinatti,303,1,1,0,1,0.33,0,1,0,0
X_OaqRx7SWU,Marvel's Rise and Fall of the M-She-U | The Disney Plus DISASTERS,Nerdrotic,425,0,0,0,0,0.0,0,0,0,0
Xh-QVl5IUjE,,,136,36,0,0,0,0.0,0,0,0,0
Xmq6MvaKphk,Midwestern Marx Podcast #8 Talking with BayArea415 about Socialism in China,midwesternmarx,61,0,1,0,1,1.64,0,0,0,1
XoBaG_E81j8,Glen Greenwald Dismantles Ben Shapiro' On Yemen,midwesternmarx,26,0,0,0,0,0.0,0,0,0,0
XpLxSYi2BZw,It's Time To Let Star Trek Die,The Critical Drinker,1372,0,2,0,2,0.15,0,2,0,0
XrapZtmfU6I,Donald Trump GOES NUCLEAR After Supreme Court Overturns Tariffs & Create MASSIVE Problem For America,TheQuartering,968,0,1,0,1,0.1,0,1,0,0
Y07gja_21gQ,Gender Propaganda in Kindergarten,Actual Justice Warrior,56,0,0,0,0,0.0,0,0,0,0
Y0v9kvyORL8,President Trump SAVED Video Games,Geeks + Gamers,284,0,5,0,5,1.76,0,5,0,0
Y2SnMDVVuNc,,,215,115,0,0,0,0.0,0,0,0,0
Y7Uan3Uu3uQ,Frankenstein - Guillermo del Toro's Magnum Opus?,The Critical Drinker,1166,0,1,0,1,0.09,0,1,0,0
Y8MsJeThWmU,How Transphobia Hurts Black Women,olurinatti,279,0,0,0,0,0.0,0,0,0,0
YHcsuYFlKDM,New York is Falling Apart & Here's Why,olurinatti,362,0,0,0,0,0.0,0,0,0,0
YZAcN_6PDn0,The Avatar Paradox - Why Nobody Talks About These Movies,The Critical Drinker,2140,0,2,0,2,0.09,0,2,0,0
YvAFRa9aPq4,How Crime Data Is Manipulated,Actual Justice Warrior,453,0,1,0,1,0.22,0,1,0,0
Z2KdvuVzVHE,"MSNBC TANKS 54%! Psaki’s Show FLOPS, Maddow’s $25M Scam!",Culture Casino,197,0,0,0,0,0.0,0,0,0,0
Z6rji1fKrZ8,How John Oliver can save Sargon,Actual Justice Warrior,46,0,0,0,0,0.0,0,0,0,0
ZC04SBgRQFs,The Witcher is DEAD - Season 4 is a DISASTER,Nerdrotic,1009,0,0,0,0,0.0,0,0,0,0
ZE-Di7yQjKE,,,205,105,0,0,0,0.0,0,0,0,0
ZEWJIHuD1uI,Adam Ruins Everything Fails on Gun Control,Actual Justice Warrior,1230,0,1,0,1,0.08,0,1,0,0
ZHglCpZwgi4,"Starfleet Academy Gets Review Bombed, and That's A Good Thing - Kurtzman Trek Keeps Hitting Bottom",Nerdrotic,878,0,1,0,1,0.11,0,1,0,0
ZL3dmItzDIs,The Witcher Season 4 is DOOMED - Netflix's 500 Million Dollar DISASTER,Nerdrotic,758,0,1,0,1,0.13,0,1,0,0
ZPSLKEs_1a4,Anita vs The Mandalorian,Actual Justice Warrior,283,0,1,0,1,0.35,1,0,0,0
ZTON5_5NH7A,Fantastic Four - This Movie Shocked Me,The Critical Drinker,1994,0,3,0,3,0.15,0,2,1,0
ZpvlVyuxBWc,They're having Mental Breakdowns over this,Hero Hei,530,0,1,0,1,0.19,0,1,0,0
ZvoU7VEqR7M,Biden Launches Missiles Into Syria. CNN Applauds,midwesternmarx,22,0,0,0,0,0.0,0,0,0,0
_0FKAMdP3nI,"Iran Attacked by Terrorists! Will ""lame duck"" President Trump invade Iran?",midwesternmarx,18,0,0,0,0,0.0,0,0,0,0
_9ectEMceBk,Game Of Thrones Season 7 Ep. 1 review (Spoilers),Actual Justice Warrior,13,0,0,0,0,0.0,0,0,0,0
_BIMxxfRBX4,The little 50.000 Subscribers Q&A,Three Arrows,295,0,2,0,2,0.68,0,0,2,0
_EgB0-lmS28,WOKE FAST FOOD WORKER FIRED AFTER REFUSING TO SERVE TRUMP SUPPORTER!,TheQuartering,571,0,0,0,0,0.0,0,0,0,0
_G5YDHRys9U,What is NEW about U.S. IDEOLOGY today?,midwesternmarx,18,0,0,0,0,0.0,0,0,0,0
_M4bPbcN9TY,ACP Executives React to Liberal Election Meltdowns,midwesternmarx,108,0,0,0,0,0.0,0,0,0,0
_R_eyDkgEwo,,,154,54,0,0,0,0.0,0,0,0,0
_Ux2HtHsN64,CAN TRAORE AND THE AES HELP TO FREE AFRICA? | AHMED KABALLO,midwesternmarx,24,0,0,0,0,0.0,0,0,0,0
_hSgKyjCFZs,Masters of The Universe REACTION (He/Him/Man),Geeks + Gamers,489,0,0,0,0,0.0,0,0,0,0
_zDVo6if2AI,Steam just Destroyed the New York Attorney General,Hero Hei,700,0,2,0,2,0.29,0,2,0,0
a0g0BDEid8M,Who's at Fault for the Refugee Crisis?,Three Arrows,753,0,5,0,5,0.66,0,1,2,2
a0tD4hmswz4,Dearborn Mayor Says Muslims Are ABOVE Assimilation,Actual Justice Warrior,1026,0,2,0,2,0.19,0,1,1,0
a8fQ7Q20kBE,Jaguar DISASTER Gets Worse! Almost 3000 Recalled For FIRE Danger!,Culture Casino,283,0,0,0,0,0.0,0,0,0,0
aI6cyXovV34,EPSTEIN CLASS WANTS REGIME CHANGE IN IRAN | JENNIFER KINGS,midwesternmarx,16,0,0,0,0,0.0,0,0,0,0
aJTcBkSY_JM,Crash And Burn - The Cynthia Erivo Story,The Critical Drinker,1731,0,2,0,2,0.12,0,2,0,0
aKKtJpIz02g,They Were BEGGING For Him To Be White,Actual Justice Warrior,360,0,1,0,1,0.28,0,0,0,1
aMvhVSL3cKo,Eddie Liger Smith Free Palestine Tik Tok Compilation,midwesternmarx,9,0,0,0,0,0.0,0,0,0,0
aV5e5xbnqiw,Marx on the Individual Part 2/2 | Weekend Podcast #26,The Podcast of the Lotus Eaters,117,0,1,0,1,0.85,0,0,0,1
a_GtAZ7XRUs,India YouTuber STEALING Nerdrotic Starfleet Academy Content with AI Voice,Geeks + Gamers,289,0,1,0,1,0.35,1,0,0,0
afE23ZLGBKE,Carlos Garrido Reports from Caracas Venezuela,midwesternmarx,73,0,0,0,0,0.0,0,0,0,0
ahuXH5KQVt0,Red Sonja REVIEW - The Girl Boss Killed Epic Fantasy,Nerdrotic,597,0,0,0,0,0.0,0,0,0,0
ak7Ig-f4Jkw,WHY NORTH KOREA IS THE MOST FREE AND DEMOCRATIC COUNTRY ON EARTH,midwesternmarx,184,0,2,0,2,1.09,0,2,0,0
alTTByZLi_0,WTF is Star Wars Now?,Nerdrotic,1104,0,5,0,5,0.45,0,5,0,0
asnDtCGwEn4,Black Mom FINDS OUT & Owes White Kid 3 Million After She LIED About Him & Tried To Ruin His Life,TheQuartering,526,0,1,0,1,0.19,0,0,0,1
aywbc-DIKUk,The Mandalorian Isn't Going To Save Star Wars,The Critical Drinker,953,0,0,0,0,0.0,0,0,0,0
b8AcmzqFdPM,Jordan Peterson Doesn't Understand Nazism,Three Arrows,1441,0,4,0,4,0.28,0,3,1,0
bBj6CVPz9_Q,Marxist Materialism: A Philosophical Development,midwesternmarx,12,0,0,0,0,0.0,0,0,0,0
bKwXuwuAOFw,When the U.S. Asked Israel for Advice on Occupying Iraq,midwesternmarx,10,0,0,0,0,0.0,0,0,0,0
bLTgFZi-0Z8,Tech Giants FIRE Woke Employees,Actual Justice Warrior,1183,0,4,0,4,0.34,0,2,0,2
bUMpdmaa-Kg,Probably Cancelled | Multipolarity Rising | Russia's Relations w/DPRK&Vietnam | Don Courter,midwesternmarx,76,0,0,0,0,0.0,0,0,0,0
bVfIhLwIguo,Production Hell - Groundhog Day,The Critical Drinker,707,0,1,0,1,0.14,0,1,0,0
bWhkVIfk9lU,"Critical Drinker Gets Copyright Blocked Over ""Why The Last Of Us Is Falling Apart"" Video",Geeks + Gamers,485,0,3,0,3,0.62,0,3,0,0
bknH4NFM_YU,Noah's Show | Noah Humiliates a Neo-n*zi and More!,midwesternmarx,27,0,0,0,0,0.0,0,0,0,0
bnaNg6EQjZw,"TS Madison on Relatability, Haters, Beyonce, Mo'Nique & Taking Up Space | ICONIC INTERVIEW",olurinatti,100,0,0,0,0,0.0,0,0,0,0
buPMQiXSNgE,TRANS PSYCHO JUST OPENED FIRE ON ICE!,TheQuartering,552,0,6,0,6,1.09,0,2,1,3
c2K1TfMFuNo,Hasan Piker Calls the ACP Federal Agents at Cambridge University,midwesternmarx,272,0,2,0,2,0.74,0,0,0,2
cPNzm0UJ3MA,Mission: Impossible The Final Reckoning REVIEW - A Disappointing End,Nerdrotic,754,0,0,0,0,0.0,0,0,0,0
cUhY_gefO4c,Why Serial Killers Aren’t “Monsters”,olurinatti,951,0,1,0,1,0.11,0,1,0,0
cyDrWQhpMWI,Stranger Things Secret Episode 9 BOMBSHELL,Geeks + Gamers,349,0,0,0,0,0.0,0,0,0,0
d6BWn6dGN2U,Newsweek Claims Roger Goodell Facing Calls to Be Fired!,Culture Casino,276,0,0,0,0,0.0,0,0,0,0
d9hKTD29YyE,Audience CANCELS Disney,Culture Casino,270,0,0,0,0,0.0,0,0,0,0
dDyhSMW6jgE,Kendrick & Hip Hop’s Beef with Drake: Round 3 | OLAY & FRIENDS,olurinatti,315,0,1,0,1,0.32,0,0,1,0
dLZ3IVhZyo4,"Foreign on Being a Progressive Bahamian, Caribbean Values & American Audiences",olurinatti,117,0,1,0,1,0.85,0,0,1,0
dhOXEakOpaM,TERRIFYING COVERUP REVEALED...,TheQuartering,476,0,1,0,1,0.21,0,0,1,0
dsHamU1oEWQ,Woke Hollywood Bends The Knee,Nerdrotic,958,0,5,0,5,0.52,0,4,0,1
dzk0yH9Achw,Snow White - It's Even Worse Than I Expected,The Critical Drinker,416,0,1,0,1,0.24,0,0,0,1
e4b3aOFjqUk,"PODCAST #5: HUEY NEWTON""S REVOLUTIONARY SUICIDE, BLACK PANTHERS, AND MORE",midwesternmarx,27,0,0,0,0,0.0,0,0,0,0
eEJsv7NStgI,Why is Everyone Hating on Angel Reese?,olurinatti,138,0,0,0,0,0.0,0,0,0,0
eGezteFIq8I,Disney's Snow White Flop Could CANCEL Frozen 3 & Rey Skywalker Star Wars Movie,Culture Casino,85,0,0,0,0,0.0,0,0,0,0
eLBfjvzPUP4,Men For Kamala Ad Is The WORST,Actual Justice Warrior,801,0,1,0,1,0.12,0,1,0,0
eQ3BfpWVfQE,The Asmongold Mythic Talent situation is Crazy,Hero Hei,550,0,1,0,1,0.18,1,0,0,0
